Sample	Ctcf_E	Dnase1_E	H3k27ac_E	H3k27me3_E	H3k36me3_E	H3k4me2_E	H3k9ac_E	H4k20me1_E	Rad21_E	Tbp_E	Ctcf_P	Dnase1_P	H3k27ac_P	H3k27me3_P	H3k36me3_P	H3k4me2_P	H3k9ac_P	H4k20me1_P	Rad21_P	Tbp_P	Correlation	Exp	Class
chr8_22110000_22115000-chr8_22755000_22760000	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0.209829	0	0
chr8_22120000_22125000-chr8_22525000_22530000	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0.286928	0.909679	0
chr8_22385000_22390000-chr8_21820000_21825000	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0.212712	3.86111	0
chr8_22510000_22515000-chr8_22860000_22865000	0	0	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	1	1	0	-0.401003	0.018995	0
chr8_22515000_22520000-chr8_22860000_22865000	0	1	1	0	1	1	1	0	0	0	1	1	0	0	0	0	0	1	1	0	-0.504044	0.018995	0
chr8_22555000_22560000-chr8_23190000_23195000	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0.946555	0	0
chr8_22650000_22655000-chr8_22845000_22850000	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0.018995	0
chr8_22660000_22665000-chr8_22855000_22860000	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	1	1	0	0	0.266946	0.018995	0
chr8_22700000_22705000-chr8_23050000_23055000	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0.164077	0	0
chr8_2270000_2275000-chr8_1570000_1575000	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
chr8_22775000_22780000-chr8_23315000_23320000	1	1	0	1	0	0	0	1	1	0	1	1	1	0	0	1	1	0	0	1	-0.297496	0	0
chr8_22810000_22815000-chr8_22545000_22550000	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0.12134	0.003232	0
chr8_23155000_23160000-chr8_22295000_22300000	0	0	0	1	0	0	0	1	0	0	1	1	1	0	0	1	1	0	0	1	-0.419231	0.461627	0
chr8_23155000_23160000-chr8_22860000_22865000	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	1	1	0	0.210573	0.018995	0
chr8_23330000_23335000-chr8_22940000_22945000	1	1	1	0	0	1	1	0	1	0	1	1	0	0	0	0	1	0	1	0	0.475189	0.002917	0
chr8_23505000_23510000-chr8_22845000_22850000	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.111111	0.018995	0
chr8_2430000_2435000-chr8_2025000_2030000	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0.0957036	0.001939	0
chr8_25685000_25690000-chr8_25325000_25330000	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.157914	0	0
chr8_25685000_25690000-chr8_26235000_26240000	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0.304302	1.27704	0
chr8_25810000_25815000-chr8_26435000_26440000	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0	1	1	0	1	1	0.166829	0.024489	0
chr8_25855000_25860000-chr8_26150000_26155000	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	-0.365125	0	0
chr8_25945000_25950000-chr8_26245000_26250000	1	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	-0.515753	1.27704	0
chr8_25985000_25990000-chr8_26245000_26250000	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0.262638	1.27704	0
chr8_26050000_26055000-chr8_25990000_25995000	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0.166655	0	0
chr8_26095000_26100000-chr8_26475000_26480000	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
chr8_26345000_26350000-chr8_26240000_26245000	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	1	0	1	1	-0.439569	1.27704	0
chr8_26465000_26470000-chr8_26245000_26250000	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0.00757894	1.27704	0
chr8_26505000_26510000-chr8_27470000_27475000	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	1	1	1	1	0	0.196006	0.012827	0
chr8_26555000_26560000-chr8_27470000_27475000	1	0	0	1	0	0	0	0	0	0	1	1	0	1	0	1	1	1	1	0	0.312501	0.012827	0
chr8_26980000_26985000-chr8_27605000_27610000	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.111111	0	0
chr8_27195000_27200000-chr8_26245000_26250000	0	0	0	0	1	0	1	1	0	0	0	0	1	0	1	1	1	0	0	0	0.413378	1.27704	0
chr8_27205000_27210000-chr8_27470000_27475000	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	1	1	1	1	0	-0.407655	0.012827	0
chr8_27265000_27270000-chr8_27470000_27475000	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	1	1	1	1	0	-0.407655	0.012827	0
chr8_27390000_27395000-chr8_28195000_28200000	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0.163838	0.000736	0
chr8_27445000_27450000-chr8_27165000_27170000	1	1	0	1	0	1	1	0	1	0	0	1	1	0	1	1	1	1	0	1	-0.0969089	1.12008	0
chr8_27500000_27505000-chr8_27845000_27850000	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0.648261	0.00028	0
chr8_27570000_27575000-chr8_27630000_27635000	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	0.34239	0	0
chr8_27650000_27655000-chr8_27250000_27255000	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0.99715	0	0
chr8_27660000_27665000-chr8_27470000_27475000	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	1	1	1	1	0	-0.407655	0.012827	0
chr8_27735000_27740000-chr8_27465000_27470000	1	1	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0.359051	0.012827	0
chr8_27815000_27820000-chr8_28555000_28560000	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	1	0	1	1	-0.44762	0.164809	0
chr8_27865000_27870000-chr8_27470000_27475000	0	0	0	1	0	0	0	1	0	0	1	1	0	1	0	1	1	1	1	0	0.148363	0.012827	0
chr8_27920000_27925000-chr8_28275000_28280000	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0.426015	0	0
chr8_27995000_28000000-chr8_28195000_28200000	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0.163838	0.000736	0
chr8_28010000_28015000-chr8_28350000_28355000	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0.266222	0.045206	0
chr8_28015000_28020000-chr8_27605000_27610000	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
chr8_28030000_28035000-chr8_28555000_28560000	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	1	0	1	1	-0.44762	0.164809	0
chr8_28055000_28060000-chr8_27555000_27560000	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0980966	0	0
chr8_28160000_28165000-chr8_28555000_28560000	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	1	0	1	1	-0.44762	0.164809	0
chr8_28530000_28535000-chr8_28195000_28200000	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0.518618	0.000736	0
chr8_28540000_28545000-chr8_28210000_28215000	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0.188513	0.141769	0
chr8_29150000_29155000-chr8_28210000_28215000	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0.188513	0.141769	0
chr8_29295000_29300000-chr8_29940000_29945000	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	1	0	1	1	-0.460444	0	0
chr8_29505000_29510000-chr8_30090000_30095000	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0.42399	0.000625	0
chr8_29870000_29875000-chr8_30510000_30515000	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	-0.351835	0.751413	0
chr8_30140000_30145000-chr8_30410000_30415000	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	1	1	1	0	0.119834	0	0
chr8_30285000_30290000-chr8_30410000_30415000	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	1	1	1	0	0.119834	0	0
chr8_30550000_30555000-chr8_30610000_30615000	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
chr8_30765000_30770000-chr8_30205000_30210000	1	1	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	-0.313493	0	0
chr8_30770000_30775000-chr8_30205000_30210000	1	1	1	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	-0.446449	0	0
chr8_30900000_30905000-chr8_30585000_30590000	0	0	1	0	1	1	1	0	0	0	0	1	1	0	0	1	1	0	0	1	0.558963	0	0
chr8_30905000_30910000-chr8_30515000_30520000	0	0	1	0	0	1	1	0	0	0	1	1	1	0	0	1	1	0	1	1	0.467939	0.751413	0
chr8_31065000_31070000-chr8_30450000_30455000	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0.161955	0	0
chr8_32960000_32965000-chr8_33365000_33370000	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	-0.367668	0	0
chr8_37545000_37550000-chr8_38100000_38105000	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.111111	2.36036	0
chr8_37785000_37790000-chr8_37595000_37600000	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	0.321966	1.937	0
chr8_37895000_37900000-chr8_38270000_38275000	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.111111	0.047859	0
chr8_38345000_38350000-chr8_38260000_38265000	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.111111	0.056527	0
chr8_38400000_38405000-chr8_38255000_38260000	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0.166655	0.056527	0
chr8_38445000_38450000-chr8_39380000_39385000	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0.210893	0.000555	0
chr8_38500000_38505000-chr8_38240000_38245000	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	1	0	1	1	-0.454909	0.961774	0
chr8_38500000_38505000-chr8_38875000_38880000	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.111111	0.567977	0
chr8_38570000_38575000-chr8_38260000_38265000	1	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0.219464	0.056527	0
chr8_38765000_38770000-chr8_38100000_38105000	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0.111111	2.36036	0
chr8_38880000_38885000-chr8_38660000_38665000	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.111111	0	0
chr8_40705000_40710000-chr8_41125000_41130000	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
chr8_40775000_40780000-chr8_41390000_41395000	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.111111	0.819632	0
chr8_40950000_40955000-chr8_40550000_40555000	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.433519	0	0
chr8_40965000_40970000-chr8_41385000_41390000	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	1	0	1	1	-0.468408	0.819632	0
chr8_41000000_41005000-chr8_41400000_41405000	1	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0.863404	0.819632	0
chr8_41045000_41050000-chr8_41385000_41390000	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	1	0	1	1	-0.468408	0.819632	0
chr8_41050000_41055000-chr8_41395000_41400000	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.165878	0.819632	0
chr8_41075000_41080000-chr8_41555000_41560000	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0	0.285765	0.501504	0
chr8_41095000_41100000-chr8_41830000_41835000	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0.157884	0.158368	0
chr8_41110000_41115000-chr8_41385000_41390000	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	1	0	1	1	-0.468408	0.819632	0
chr8_41170000_41175000-chr8_41750000_41755000	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0.390409	0.501504	0
chr8_41460000_41465000-chr8_41345000_41350000	0	0	1	0	1	1	1	0	0	1	0	1	1	0	0	1	1	0	0	0	0.344681	1.11888	0
chr8_41490000_41495000-chr8_41400000_41405000	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0.205925	0.819632	0
chr8_41535000_41540000-chr8_41655000_41660000	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	0.0851058	0	0
chr8_41585000_41590000-chr8_41385000_41390000	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	1	0	1	1	-0.468408	0.819632	0
chr8_41600000_41605000-chr8_41395000_41400000	0	0	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0.410346	0.819632	0
chr8_41640000_41645000-chr8_41835000_41840000	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0.520874	0.158368	0
chr8_41640000_41645000-chr8_42355000_42360000	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0.163918	0.501083	0
chr8_41645000_41650000-chr8_41830000_41835000	1	1	1	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0.42046	0.158368	0
chr8_41665000_41670000-chr8_41395000_41400000	1	0	1	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	-0.330324	0.819632	0
chr8_41670000_41675000-chr8_41390000_41395000	1	0	1	0	0	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0	-0.38305	0.819632	0
chr8_41670000_41675000-chr8_42175000_42180000	1	0	1	0	0	1	1	0	1	1	1	0	0	0	1	0	0	0	1	0	0.066461	0	0
chr8_41680000_41685000-chr8_41400000_41405000	1	1	1	0	0	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0.405132	0.819632	0
chr8_41780000_41785000-chr8_42355000_42360000	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.111111	0.501083	0
chr8_41795000_41800000-chr8_42355000_42360000	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.111111	0.501083	0
chr8_41825000_41830000-chr8_42355000_42360000	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.111111	0.501083	0
chr8_41935000_41940000-chr8_42210000_42215000	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.111111	0.725564	0
chr8_41950000_41955000-chr8_42315000_42320000	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0.166655	0	0
chr8_41965000_41970000-chr8_41835000_41840000	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.111111	0.158368	0
chr8_42070000_42075000-chr8_41345000_41350000	0	1	1	0	0	1	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0.967459	1.11888	0
chr8_42070000_42075000-chr8_41835000_41840000	0	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0.258532	0.158368	0
chr8_42145000_42150000-chr8_42355000_42360000	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0.148646	0.501083	0
chr8_42150000_42155000-chr8_41515000_41520000	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0.903902	0	0
chr8_42270000_42275000-chr8_41345000_41350000	1	1	1	0	0	1	1	0	1	1	0	1	1	0	0	1	1	0	0	0	0.698749	1.11888	0
chr8_42365000_42370000-chr8_41555000_41560000	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0	0.572347	0.501504	0
chr8_42515000_42520000-chr8_43125000_43130000	0	1	1	0	0	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0.188063	0.009056	0
chr8_42660000_42665000-chr8_43125000_43130000	1	1	0	0	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0.251499	0.009056	0
chr8_42710000_42715000-chr8_42210000_42215000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.111111	0.725564	0
chr8_42970000_42975000-chr8_42340000_42345000	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.111111	0	0
chr8_43065000_43070000-chr8_43125000_43130000	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0.889967	0.009056	0
chr8_47615000_47620000-chr8_47525000_47530000	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	-0.278723	0.018698	0
chr8_47820000_47825000-chr8_48105000_48110000	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0.166661	0.000402	0
chr8_48590000_48595000-chr8_48170000_48175000	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	1	1	0.159329	1.4781	0
chr8_48680000_48685000-chr8_48105000_48110000	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0.166661	0.000402	0
chr8_48760000_48765000-chr8_49425000_49430000	0	0	0	0	1	0	0	1	0	0	1	1	1	0	0	1	1	0	0	0	-0.372011	0	0
chr8_48820000_48825000-chr8_48950000_48955000	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1.04225	0
chr8_48910000_48915000-chr8_49830000_49835000	1	1	0	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0.573226	9.3e-05	0
chr8_49045000_49050000-chr8_48950000_48955000	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.165362	1.04225	0
chr8_49300000_49305000-chr8_48950000_48955000	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.111111	1.04225	0
chr8_49305000_49310000-chr8_49830000_49835000	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0.610503	9.3e-05	0
chr8_49560000_49565000-chr8_49830000_49835000	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0.610503	9.3e-05	0
chr8_49605000_49610000-chr8_48950000_48955000	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.155487	1.04225	0
chr8_49775000_49780000-chr8_49830000_49835000	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0.610503	9.3e-05	0
chr8_55205000_55210000-chr8_55045000_55050000	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	-0.339012	2.65071	0
chr8_56275000_56280000-chr8_56665000_56670000	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0.324622	0.450132	0
chr8_56610000_56615000-chr8_57125000_57130000	0	0	0	0	0	1	1	0	0	0	0	1	1	0	1	1	1	0	0	0	0.30588	0	0
chr8_56830000_56835000-chr8_57125000_57130000	1	1	1	0	0	1	1	0	0	0	0	1	1	0	1	1	1	0	0	0	0.554429	0	0
chr8_57065000_57070000-chr8_56665000_56670000	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0.216416	0.450132	0
chr8_59585000_59590000-chr8_58905000_58910000	0	0	1	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	1	0	-0.379483	0	0
chr8_61045000_61050000-chr8_61425000_61430000	1	1	0	1	0	1	0	0	1	0	0	1	1	0	0	1	1	0	0	1	0.288423	0	0
chr8_61375000_61380000-chr8_61050000_61055000	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.166487	0	0
chr8_61840000_61845000-chr8_61720000_61725000	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.111111	0	0
chr8_61855000_61860000-chr8_61190000_61195000	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	1	0	0	1	0.129885	0	0
chr8_61855000_61860000-chr8_61650000_61655000	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0.165269	0.248503	0
chr8_6200000_6205000-chr8_6600000_6605000	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	-0.318865	0.917782	0
chr8_6220000_6225000-chr8_6600000_6605000	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	-0.318865	0.917782	0
chr8_66450000_66455000-chr8_67090000_67095000	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.111111	0	0
chr8_66630000_66635000-chr8_66930000_66935000	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0.21974	0	0
chr8_66985000_66990000-chr8_67365000_67370000	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
chr8_68155000_68160000-chr8_67835000_67840000	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	1	1	1	0	0	0.325772	0	0
chr8_68160000_68165000-chr8_67520000_67525000	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	1	0	1	0	0.275429	0	0
chr8_68195000_68200000-chr8_67625000_67630000	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0.264827	0	0
chr8_6900000_6905000-chr8_6755000_6760000	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0.568285	0	0
chr8_70370000_70375000-chr8_70855000_70860000	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0.618487	0.008272	0
chr8_70485000_70490000-chr8_71065000_71070000	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.111111	0.129665	0
chr8_740000_745000-chr8_325000_330000	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0.852326	0	0
chr8_74250000_74255000-chr8_74890000_74895000	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0.398488	0	0
chr8_74945000_74950000-chr8_74885000_74890000	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	-0.305031	0	0
chr8_8125000_8130000-chr8_8715000_8720000	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0.165839	0.153293	0
chr8_8285000_8290000-chr8_8635000_8640000	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0.174761	0	0
chr8_8445000_8450000-chr8_8865000_8870000	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0.240747	0	0
chr8_8575000_8580000-chr8_9270000_9275000	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
chr8_86545000_86550000-chr8_86130000_86135000	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0	1	1	-0.0682763	0	0
chr8_86950000_86955000-chr8_87350000_87355000	0	0	1	0	0	1	1	0	0	0	0	1	1	0	0	1	1	0	0	1	0.755838	0	0
chr8_870000_875000-chr8_1850000_1855000	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
chr8_880000_885000-chr8_325000_330000	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0.852326	0	0
chr8_8885000_8890000-chr8_8715000_8720000	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0.320608	0.153293	0
chr8_90705000_90710000-chr8_91010000_91015000	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	1	0	1	1	-0.465155	1.30892	0
chr8_91190000_91195000-chr8_90625000_90630000	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0.166655	0.134483	0
chr8_91205000_91210000-chr8_90735000_90740000	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0.309801	0.134483	0
chr8_91255000_91260000-chr8_91010000_91015000	1	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	1	0	1	1	-0.294071	1.30892	0
chr8_91265000_91270000-chr8_91015000_91020000	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0.0530342	1.30892	0
chr8_91285000_91290000-chr8_91800000_91805000	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0.153727	0.247346	0
chr8_91305000_91310000-chr8_90990000_90995000	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0.00591112	0.543815	0
chr8_91335000_91340000-chr8_90735000_90740000	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0.166655	0.134483	0
chr8_9135000_9140000-chr8_8750000_8755000	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	1	1	0	0	-0.331908	0	0
chr8_91365000_91370000-chr8_91015000_91020000	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0.0530342	1.30892	0
chr8_91650000_91655000-chr8_92050000_92055000	0	0	1	0	1	1	1	1	0	0	1	1	1	0	0	1	1	0	1	1	-0.348448	0.590715	0
chr8_9265000_9270000-chr8_8875000_8880000	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.111111	0.424209	0
chr8_9375000_9380000-chr8_8865000_8870000	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0.240747	0	0
chr8_95250000_95255000-chr8_95655000_95660000	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0.703121	0	0
chr8_9560000_9565000-chr8_8715000_8720000	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0.165839	0.153293	0
chr8_95625000_95630000-chr8_95960000_95965000	1	1	0	1	0	1	0	0	1	0	0	1	1	0	0	1	1	0	0	1	-0.235612	0	0
chr8_96125000_96130000-chr8_95825000_95830000	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0.281735	2.02788	0
chr8_96355000_96360000-chr8_95960000_95965000	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0.291302	0	0
chr8_97460000_97465000-chr8_97655000_97660000	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0.237794	0	0
chr8_9805000_9810000-chr8_10195000_10200000	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
chr8_98180000_98185000-chr8_98715000_98720000	1	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0.228589	0	0
chr8_98245000_98250000-chr8_99050000_99055000	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0.184532	49.5855	0
