Sample	Ctcf_E	Dnase1_E	H3k27ac_E	H3k27me3_E	H3k36me3_E	H3k4me2_E	H3k9ac_E	H4k20me1_E	Rad21_E	Tbp_E	Ctcf_P	Dnase1_P	H3k27ac_P	H3k27me3_P	H3k36me3_P	H3k4me2_P	H3k9ac_P	H4k20me1_P	Rad21_P	Tbp_P	Correlation	Exp	Class
chr7_115810000_115815000-chr7_116165000_116170000	1	0	0	0	0	0	0	0	1	0	1	1	0	1	0	1	1	0	1	0	0.511505	0	1
chr7_115810000_115815000-chr7_116450000_116455000	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	1
chr7_115900000_115905000-chr7_116450000_116455000	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0.16666	0	1
chr7_116235000_116240000-chr7_116450000_116455000	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0.96226	0	1
chr7_119575000_119580000-chr7_119910000_119915000	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	1	0	1	0	0.329876	0	1
chr7_120365000_120370000-chr7_119910000_119915000	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	1	0	1	0	0.329876	0	1
chr7_121185000_121190000-chr7_120495000_120500000	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	1	0	1	1	0.393209	0	1
chr7_121630000_121635000-chr7_121000000_121005000	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0.179065	1.49049	1
chr7_121635000_121640000-chr7_121000000_121005000	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0.179065	1.49049	1
chr7_12495000_12500000-chr7_12530000_12535000	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0.895287	0	1
chr7_127350000_127355000-chr7_127845000_127850000	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	1	1	0	0.266908	0	1
chr7_127775000_127780000-chr7_127845000_127850000	1	1	0	1	0	1	1	0	1	0	1	1	1	0	0	0	0	1	1	0	0.561409	0	1
chr7_128935000_128940000-chr7_128860000_128865000	1	1	0	0	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0	1	0.374791	0.352015	1
chr7_130440000_130445000-chr7_129710000_129715000	1	1	0	0	0	0	0	0	1	0	1	1	1	0	0	1	1	0	1	0	0.332803	0.181125	1
chr7_131370000_131375000-chr7_132260000_132265000	1	1	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0.456416	2.6e-05	1
chr7_131375000_131380000-chr7_132260000_132265000	1	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0.256803	2.6e-05	1
chr7_134335000_134340000-chr7_134850000_134855000	0	0	0	0	0	1	0	0	0	0	1	1	1	0	1	1	1	0	1	0	-0.36561	1.37275	1
chr7_134335000_134340000-chr7_134855000_134860000	0	0	0	0	0	1	0	0	0	0	1	1	1	0	1	1	1	0	1	0	0.497485	0	1
chr7_134675000_134680000-chr7_134850000_134855000	0	1	1	0	1	1	1	0	0	1	1	1	1	0	1	1	1	0	1	0	0.372042	1.37275	1
chr7_134965000_134970000-chr7_135330000_135335000	1	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0.356497	1.24572	1
chr7_135690000_135695000-chr7_135350000_135355000	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0.242686	0	1
chr7_138420000_138425000-chr7_137845000_137850000	1	1	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	1	0	0.904232	0.006012	1
chr7_140510000_140515000-chr7_140710000_140715000	1	1	0	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	0.27936	1.53792	1
chr7_142910000_142915000-chr7_142570000_142575000	1	1	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0.736501	0.0086	1
chr7_142910000_142915000-chr7_142575000_142580000	1	1	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0.992694	0.000337	1
chr7_147960000_147965000-chr7_148660000_148665000	1	1	0	1	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	1	0.445632	0	1
chr7_149440000_149445000-chr7_149360000_149365000	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0.166498	0	1
chr7_150450000_150455000-chr7_150145000_150150000	1	1	1	0	0	0	1	0	1	0	1	1	1	0	1	1	1	0	1	0	0.418691	0.176352	1
chr7_150475000_150480000-chr7_150685000_150690000	1	1	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0.817126	0.005708	1
chr7_150590000_150595000-chr7_150685000_150690000	0	1	0	1	0	1	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0.247225	0.005708	1
chr7_151010000_151015000-chr7_151045000_151050000	1	1	0	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	0.231176	1.38794	1
chr7_155545000_155550000-chr7_154990000_154995000	0	1	1	0	1	1	1	0	0	0	0	1	1	0	0	1	0	0	1	0	0.429675	0.006984	1
chr7_155545000_155550000-chr7_154995000_155000000	0	1	1	0	1	1	1	0	0	0	0	1	1	0	0	1	1	0	0	1	0.745742	0	1
chr7_157040000_157045000-chr7_156750000_156755000	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0.263975	0.205303	1
chr7_157040000_157045000-chr7_156755000_156760000	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0.321468	0.205303	1
chr7_20230000_20235000-chr7_20345000_20350000	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.248492	0.011586	1
chr7_20235000_20240000-chr7_20345000_20350000	1	1	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0.0185543	0.011586	1
chr7_20635000_20640000-chr7_19745000_19750000	1	1	0	0	0	0	0	0	1	0	1	1	1	0	0	1	1	0	1	1	0.336508	0.461727	1
chr7_2240000_2245000-chr7_1610000_1615000	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	-0.323608	0.829684	1
chr7_2245000_2250000-chr7_1610000_1615000	1	1	1	0	1	1	1	0	1	0	1	1	1	0	0	1	1	0	0	0	0.425793	0.829684	1
chr7_23095000_23100000-chr7_22600000_22605000	1	1	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0.118851	0	1
chr7_23610000_23615000-chr7_23740000_23745000	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0.216956	0.132172	1
chr7_2385000_2390000-chr7_2285000_2290000	1	1	0	0	0	1	0	0	1	0	1	1	1	0	1	1	1	0	1	0	0.719897	0.302594	1
chr7_24330000_24335000-chr7_24705000_24710000	1	1	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0.781833	0.306574	1
chr7_24440000_24445000-chr7_24700000_24705000	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0.297405	0	1
chr7_24440000_24445000-chr7_24705000_24710000	1	0	0	0	0	1	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0.839193	0.306574	1
chr7_25105000_25110000-chr7_25020000_25025000	1	1	0	0	0	0	0	0	1	0	1	1	1	0	0	1	1	0	0	1	0.126099	0.352496	1
chr7_25930000_25935000-chr7_26235000_26240000	1	1	1	0	0	1	1	0	1	0	1	1	1	0	1	1	1	1	1	0	0.588845	11.2382	1
chr7_25930000_25935000-chr7_26400000_26405000	1	1	1	0	0	1	1	0	1	0	1	1	0	0	1	0	0	0	1	0	0.0545992	0.844772	1
chr7_26005000_26010000-chr7_26235000_26240000	1	1	1	0	0	1	1	0	1	0	1	1	1	0	1	1	1	1	1	0	0.549985	11.2382	1
chr7_26130000_26135000-chr7_26230000_26235000	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	0	0	-0.443946	11.2382	1
chr7_26720000_26725000-chr7_27195000_27200000	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0.364718	7.6e-05	1
chr7_27615000_27620000-chr7_27235000_27240000	1	0	0	0	0	0	0	0	1	0	1	1	0	1	0	1	0	0	1	0	0.537632	0	1
chr7_27960000_27965000-chr7_27240000_27245000	1	0	0	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	0	0.231446	0	1
chr7_29445000_29450000-chr7_29230000_29235000	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0.318842	0.033346	1
chr7_30315000_30320000-chr7_30600000_30605000	1	1	0	0	0	1	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0.803387	0.414567	1
chr7_36510000_36515000-chr7_37235000_37240000	1	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0.914101	0	1
chr7_37220000_37225000-chr7_37025000_37030000	1	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0.9706	0.883511	1
chr7_37250000_37255000-chr7_37380000_37385000	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	1	0	1	1	-0.383757	0.883511	1
chr7_37270000_37275000-chr7_37390000_37395000	1	0	0	0	1	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0	0.520586	0	1
chr7_37865000_37870000-chr7_37380000_37385000	0	0	1	0	0	1	1	0	0	1	1	0	1	0	0	1	1	0	1	1	0.645339	0.883511	1
chr7_38145000_38150000-chr7_38355000_38360000	1	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0.956732	0.00136	1
chr7_39555000_39560000-chr7_38970000_38975000	1	1	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	1	0	0.769046	0.809124	1
chr7_40085000_40090000-chr7_39990000_39995000	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	-0.387111	0	1
chr7_41040000_41045000-chr7_41730000_41735000	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0.659999	0	1
chr7_43490000_43495000-chr7_42970000_42975000	1	1	0	0	0	0	0	0	1	0	0	1	1	0	1	1	1	1	0	1	-0.496032	6.88042	1
chr7_43495000_43500000-chr7_42970000_42975000	1	1	0	0	0	0	0	0	1	0	0	1	1	0	1	1	1	1	0	1	-0.482334	6.88042	1
chr7_43735000_43740000-chr7_43620000_43625000	1	0	1	0	0	0	0	0	1	0	1	1	1	0	0	1	1	0	1	1	0.484702	2.25086	1
chr7_43760000_43765000-chr7_42970000_42975000	1	0	0	0	1	1	0	0	1	0	0	1	1	0	1	1	1	1	0	1	-0.466377	6.88042	1
chr7_43875000_43880000-chr7_43620000_43625000	1	1	1	0	0	0	0	0	1	0	1	1	1	0	0	1	1	0	1	1	0.635083	2.25086	1
chr7_44895000_44900000-chr7_44955000_44960000	1	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0.652318	0	1
chr7_50440000_50445000-chr7_50180000_50185000	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0.218107	0	1
chr7_50440000_50445000-chr7_50240000_50245000	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.111111	0	1
chr7_50480000_50485000-chr7_50240000_50245000	0	1	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0.0274921	0	1
chr7_50740000_50745000-chr7_50130000_50135000	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0.247271	0	1
chr7_50745000_50750000-chr7_50130000_50135000	1	1	0	1	0	0	0	0	1	0	1	1	0	0	0	1	0	0	1	0	0.614987	0	1
chr7_5125000_5130000-chr7_4870000_4875000	1	1	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0.771155	0.000402	1
chr7_5275000_5280000-chr7_5720000_5725000	1	1	1	0	0	1	1	0	1	0	0	1	1	0	1	1	1	0	0	0	0.552279	0	1
chr7_5280000_5285000-chr7_5525000_5530000	1	1	1	0	0	1	1	0	1	0	1	1	0	0	0	1	1	0	1	0	0.885432	0	1
chr7_5405000_5410000-chr7_5525000_5530000	1	1	0	0	1	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0	0.677919	0	1
chr7_55140000_55145000-chr7_55605000_55610000	0	1	1	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0.475183	1.69072	1
chr7_55375000_55380000-chr7_55590000_55595000	0	1	1	0	0	1	0	0	0	0	1	0	1	0	1	1	1	0	0	0	0.256549	1.69072	1
chr7_55500000_55505000-chr7_55660000_55665000	1	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0.999712	0.001967	1
chr7_56070000_56075000-chr7_56140000_56145000	1	1	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0.96596	0.884832	1
chr7_63990000_63995000-chr7_64360000_64365000	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	-0.309432	0	1
chr7_63995000_64000000-chr7_64360000_64365000	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	-0.309432	0	1
chr7_66290000_66295000-chr7_66460000_66465000	1	1	0	0	0	0	0	0	1	0	1	1	1	0	0	1	1	0	0	0	0.300063	0.609869	1
chr7_66505000_66510000-chr7_66770000_66775000	1	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	-0.502917	0.442324	1
chr7_70190000_70195000-chr7_70225000_70230000	0	1	1	0	0	1	1	0	0	0	0	1	1	0	1	1	1	0	0	1	0.499999	0.330268	1
chr7_72380000_72385000-chr7_72295000_72300000	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	-0.308883	0	1
chr7_72860000_72865000-chr7_72295000_72300000	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	-0.308883	0	1
chr7_76755000_76760000-chr7_76960000_76965000	1	0	1	0	0	1	1	0	1	0	1	1	1	0	0	1	1	0	1	0	0.818274	0.543215	1
chr7_76875000_76880000-chr7_76750000_76755000	1	1	0	0	0	0	0	0	1	0	1	1	1	0	0	1	1	0	1	0	0.542766	0.02493	1
chr7_76965000_76970000-chr7_76750000_76755000	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	1	0	0.0291171	0.02493	1
chr7_7720000_7725000-chr7_8255000_8260000	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0.928879	0	1
chr7_8165000_8170000-chr7_8005000_8010000	0	1	1	0	0	1	1	0	1	1	0	1	1	0	0	1	1	1	0	1	0.536735	1.16463	1
chr7_8215000_8220000-chr7_8010000_8015000	0	1	1	0	0	1	1	0	0	1	0	0	1	0	0	1	1	1	0	0	0.8365	1.16463	1
chr7_85180000_85185000-chr7_84670000_84675000	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	1
chr7_86940000_86945000-chr7_87515000_87520000	1	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0.801282	0.314457	1
chr7_86945000_86950000-chr7_87515000_87520000	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0.195895	0.314457	1
chr7_92680000_92685000-chr7_92465000_92470000	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0.238291	0.721278	1
chr7_92720000_92725000-chr7_92855000_92860000	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0.994084	0	1
chr7_93425000_93430000-chr7_94020000_94025000	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	1	0	0.855026	0	1
chr7_94820000_94825000-chr7_95100000_95105000	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0.16666	0.025409	1
chr7_94820000_94825000-chr7_95105000_95110000	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	1
chr7_94825000_94830000-chr7_95100000_95105000	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0.16666	0.025409	1
chr7_94825000_94830000-chr7_95105000_95110000	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	1
chr7_96040000_96045000-chr7_96650000_96655000	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0.249984	0	1
chr7_97790000_97795000-chr7_97650000_97655000	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0.214644	0	1
chr7_97925000_97930000-chr7_98025000_98030000	0	1	0	0	1	0	0	1	0	0	0	1	1	0	0	1	1	0	0	0	0.315611	0.750267	1
chr7_101525000_101530000-chr7_102045000_102050000	0	1	1	0	0	1	0	0	1	0	1	1	1	0	1	1	0	0	1	0	0.616674	0.346275	0
chr7_101665000_101670000-chr7_102045000_102050000	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	1	0	0	1	0	0.24904	0.346275	0
chr7_101735000_101740000-chr7_101830000_101835000	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
chr7_101735000_101740000-chr7_102255000_102260000	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0.144462	0.889362	0
chr7_101740000_101745000-chr7_102045000_102050000	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	1	0	0	1	0	0.24904	0.346275	0
chr7_101755000_101760000-chr7_101795000_101800000	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
chr7_102080000_102085000-chr7_102045000_102050000	0	1	1	0	1	1	1	0	0	1	1	1	1	0	1	1	0	0	1	0	-0.232086	0.346275	0
chr7_105125000_105130000-chr7_105750000_105755000	1	0	0	0	1	0	0	0	1	0	0	1	1	0	0	1	1	0	0	0	-0.468273	1.5738	0
chr7_105775000_105780000-chr7_105640000_105645000	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
chr7_105805000_105810000-chr7_105240000_105245000	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0.197004	0	0
chr7_106440000_106445000-chr7_105750000_105755000	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0.255535	1.5738	0
chr7_116955000_116960000-chr7_116735000_116740000	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.111111	1.10533	0
chr7_120100000_120105000-chr7_120990000_120995000	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.615417	1.49049	0
chr7_121165000_121170000-chr7_121000000_121005000	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.166645	1.49049	0
chr7_127610000_127615000-chr7_128305000_128310000	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.111111	0	0
chr7_127705000_127710000-chr7_127255000_127260000	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0.140111	0	0
chr7_127905000_127910000-chr7_127630000_127635000	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.111111	2.35895	0
chr7_1280000_1285000-chr7_990000_995000	0	1	0	1	0	0	0	0	0	0	1	1	1	0	1	1	1	0	1	1	-0.267828	0	0
chr7_128390000_128395000-chr7_128695000_128700000	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	-0.319155	0.713367	0
chr7_128750000_128755000-chr7_128695000_128700000	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0.324908	0.713367	0
chr7_128790000_128795000-chr7_128695000_128700000	0	0	1	0	1	1	1	0	0	0	0	1	1	0	0	1	1	0	0	1	0.592275	0.713367	0
chr7_129220000_129225000-chr7_129005000_129010000	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	1	0	1	1	0.374383	0	0
chr7_129990000_129995000-chr7_129710000_129715000	0	1	1	0	0	1	1	0	0	0	1	1	1	0	0	1	1	0	1	0	0.626334	0.181125	0
chr7_130515000_130520000-chr7_131155000_131160000	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0.190039	0	0
chr7_130915000_130920000-chr7_130350000_130355000	0	1	1	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0.854581	0.776663	0
chr7_131980000_131985000-chr7_132260000_132265000	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0.410875	2.6e-05	0
chr7_134935000_134940000-chr7_134850000_134855000	0	1	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	1	0	-0.136664	1.37275	0
chr7_137625000_137630000-chr7_137530000_137535000	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0.200994	0.38836	0
chr7_139105000_139110000-chr7_139070000_139075000	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
chr7_139295000_139300000-chr7_138915000_138920000	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	-0.315389	0	0
chr7_139540000_139545000-chr7_139755000_139760000	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0.604857	0.966985	0
chr7_140090000_140095000-chr7_139755000_139760000	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0.934311	0.966985	0
chr7_140440000_140445000-chr7_140710000_140715000	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	1	1	0	1	1	-0.304797	1.53792	0
chr7_140505000_140510000-chr7_140710000_140715000	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	1	1	0	1	1	-0.304797	1.53792	0
chr7_142590000_142595000-chr7_142045000_142050000	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
chr7_142700000_142705000-chr7_142980000_142985000	1	1	0	0	0	1	0	0	1	0	0	1	1	0	0	1	1	0	0	0	0.195069	0	0
chr7_148250000_148255000-chr7_148890000_148895000	0	0	0	1	0	0	0	0	0	0	1	1	1	0	1	1	1	0	1	1	-0.550789	1.04763	0
chr7_148405000_148410000-chr7_148505000_148510000	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0.201244	0.806388	0
chr7_148605000_148610000-chr7_148890000_148895000	0	0	0	1	0	1	0	0	0	0	1	1	1	0	1	1	1	0	1	1	-0.0145741	1.04763	0
chr7_148710000_148715000-chr7_148890000_148895000	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	1	1	0	1	1	-0.183163	1.04763	0
chr7_148770000_148775000-chr7_148890000_148895000	0	0	1	0	1	0	0	0	0	0	1	1	1	0	1	1	1	0	1	1	-0.0815287	1.04763	0
chr7_148940000_148945000-chr7_149280000_149285000	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.166667	0	0
chr7_148950000_148955000-chr7_148580000_148585000	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0.263089	0	0
chr7_149180000_149185000-chr7_149535000_149540000	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0.298482	0	0
chr7_150845000_150850000-chr7_150685000_150690000	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0.09111	0.005708	0
chr7_155215000_155220000-chr7_154990000_154995000	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0.242938	0.006984	0
chr7_156545000_156550000-chr7_156755000_156760000	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0.205303	0
chr7_156965000_156970000-chr7_156750000_156755000	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0.973754	0.205303	0
chr7_1940000_1945000-chr7_2405000_2410000	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1.9654	0
chr7_2080000_2085000-chr7_2285000_2290000	0	1	0	0	1	1	0	0	0	0	1	1	1	0	1	1	1	0	1	0	0.640457	0.302594	0
chr7_2155000_2160000-chr7_2285000_2290000	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	1	1	0	1	0	-0.126902	0.302594	0
chr7_2160000_2165000-chr7_2285000_2290000	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	1	1	0	1	0	-0.126902	0.302594	0
chr7_23610000_23615000-chr7_23000000_23005000	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0.216956	0	0
chr7_23975000_23980000-chr7_24705000_24710000	1	1	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0.978979	0.306574	0
chr7_2455000_2460000-chr7_2590000_2595000	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	0.29486	0	0
chr7_24975000_24980000-chr7_24705000_24710000	0	0	1	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0.318069	0.306574	0
chr7_25125000_25130000-chr7_25020000_25025000	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	1	0.471405	0.352496	0
chr7_25895000_25900000-chr7_26230000_26235000	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0.0759807	11.2382	0
chr7_25895000_25900000-chr7_26235000_26240000	0	1	0	1	0	1	1	0	0	0	1	1	1	0	1	1	1	1	1	0	-0.0935451	11.2382	0
chr7_2610000_2615000-chr7_2715000_2720000	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.111111	0.016667	0
chr7_26155000_26160000-chr7_26230000_26235000	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0.0966428	11.2382	0
chr7_26195000_26200000-chr7_26400000_26405000	0	0	1	0	0	1	1	0	0	1	1	1	0	0	1	0	0	0	1	0	-0.505761	0.844772	0
chr7_26425000_26430000-chr7_25790000_25795000	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.111111	0.001531	0
chr7_26600000_26605000-chr7_26230000_26235000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0.258894	11.2382	0
chr7_26600000_26605000-chr7_26235000_26240000	1	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	0	-0.105702	11.2382	0
chr7_26600000_26605000-chr7_26400000_26405000	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0.496623	0.844772	0
chr7_28345000_28350000-chr7_29235000_29240000	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0.813773	0.033346	0
chr7_2860000_2865000-chr7_2285000_2290000	0	1	1	0	0	1	0	0	1	1	1	1	1	0	1	1	1	0	1	0	0.510134	0.302594	0
chr7_2865000_2870000-chr7_2285000_2290000	0	1	0	0	0	1	0	0	0	0	1	1	1	0	1	1	1	0	1	0	0.636072	0.302594	0
chr7_2865000_2870000-chr7_2800000_2805000	0	1	0	0	0	1	0	0	0	0	1	0	1	0	1	1	0	0	1	0	0.164371	0.797222	0
chr7_28680000_28685000-chr7_29235000_29240000	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0.162617	0.033346	0
chr7_28790000_28795000-chr7_28445000_28450000	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	0.260542	0	0
chr7_28860000_28865000-chr7_28220000_28225000	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0.194826	0	0
chr7_28880000_28885000-chr7_28760000_28765000	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0.16666	0	0
